,0
13980,0
13981,0
13982,1
13983,0
13984,1
13985,0
13986,1
13987,0
13989,1
13990,1
13991,1
13992,1
13993,0
13994,1
13995,1
13996,1
13997,1
13998,1
13999,0
14000,1
14001,0
14002,0
14003,1
14004,0
14005,1
14006,0
14007,1
14008,1
14009,0
14010,1
14011,1
14012,1
14013,1
14014,1
14015,1
14016,1
14017,1
14018,0
14019,0
14020,1
14021,1
14022,0
14023,1
14024,0
14025,0
14026,0
14027,1
14028,1
14029,0
14030,1
14031,1
14033,0
14034,1
14035,0
14036,1
14037,0
14038,1
14039,0
14040,1
14041,0
14042,0
14043,1
14044,1
14045,1
14047,1
14048,1
14049,1
14050,1
14051,0
14052,1
14053,1
14054,0
14055,0
14056,1
14057,1
14058,1
14059,1
14060,0
14061,1
14062,1
14063,0
14064,1
14065,1
14066,0
14067,0
14068,1
14069,1
14070,0
14071,1
14072,0
14073,0
14074,1
14075,1
14076,1
14077,1
14078,1
14079,0
14080,0
14081,1
14082,1
14083,0
14084,0
14085,1
14086,1
14087,1
14088,1
14089,1
14091,1
14092,0
14093,1
14094,0
14095,0
14096,0
14097,1
14098,1
14099,1
14100,1
14101,1
14102,1
14103,1
14104,0
14105,1
14106,0
14108,1
14109,1
14111,1
14112,1
14113,1
14114,1
14115,1
14116,0
14117,0
14118,0
14119,0
14120,0
14121,0
14122,1
14123,1
14124,1
14125,0
14126,1
14127,1
14128,0
14129,1
14130,1
14131,1
14132,0
14133,1
14134,1
14135,0
14136,0
14137,0
14138,1
14139,0
14140,1
14141,0
14142,1
14143,0
14144,1
14145,0
14146,1
14147,1
14148,1
14149,1
14150,0
14151,1
14152,1
14153,0
14154,1
14155,0
14156,1
14157,1
14158,1
14159,1
14160,1
14161,0
14162,0
14163,1
14164,0
14165,0
14166,1
14167,1
14168,0
14169,1
14170,0
14171,0
14172,1
14173,0
14174,1
14175,1
14176,0
14177,0
14178,1
14179,1
14180,1
14181,1
14182,1
14183,0
14184,1
14185,1
14186,1
14187,1
14188,1
14189,0
14190,0
14191,1
14192,0
14193,1
14194,0
14195,0
14196,0
14197,0
14198,1
14199,1
14200,0
14201,1
14202,1
14203,0
14204,0
14205,1
14206,0
14207,1
14208,1
14209,1
14210,0
14211,1
14212,1
14213,1
14214,1
14215,0
14216,1
14217,0
14218,1
14219,1
14220,0
14221,1
14222,1
14223,1
14224,1
14225,0
14226,1
14227,0
14228,0
14229,0
14230,0
14231,0
14232,0
14233,0
14234,1
14235,1
14236,1
14237,1
14238,1
14239,1
14240,1
14241,0
14242,1
14243,1
14244,1
14245,1
14246,0
14247,0
14248,0
14249,1
14250,0
14251,1
14252,0
14253,1
14254,1
14255,0
14256,0
14257,1
14258,1
14259,1
14260,1
14261,0
14262,1
14264,0
14265,0
14266,1
14267,1
14268,0
14269,1
14270,1
14271,1
14272,1
14273,1
14274,0
14275,1
14276,0
14277,0
14278,1
14279,0
14280,1
14281,0
14282,1
14283,1
14284,1
14285,1
14286,1
14287,1
14288,1
14289,0
14290,0
14291,0
14292,1
14293,1
14294,1
14295,0
14296,1
14297,1
14298,1
14299,1
14300,0
14301,1
14302,0
14303,0
14304,0
14305,1
14306,1
14307,1
14308,1
14309,1
14310,0
14311,1
14312,1
14313,1
14314,1
14316,0
14317,1
14318,0
14319,0
14320,1
14321,1
14322,1
14323,1
14324,0
14325,1
14326,1
14327,0
14328,1
14329,0
14330,1
14331,0
14332,1
14333,1
14334,1
14335,1
14336,0
14337,0
14338,1
14339,1
14340,1
14341,1
14342,1
14343,1
14344,0
14345,1
14347,1
14349,0
14350,0
14351,1
14352,1
14353,1
14354,1
14355,1
14356,0
14357,1
14358,1
14359,0
14360,1
14361,1
14362,1
14363,0
14364,1
14365,0
14366,1
14367,0
14368,1
14369,1
14370,0
14371,0
14372,0
14373,0
14374,0
14375,1
14376,0
14377,0
14379,0
14380,0
14381,1
14382,0
14383,0
14384,1
14385,0
14386,1
14387,0
14389,1
14390,1
14391,1
14392,1
14393,1
14394,1
14395,0
14396,0
14397,1
14398,1
14399,1
14400,1
14401,1
14402,0
14403,0
14404,1
14405,1
14406,1
14407,1
14408,1
14409,0
14410,0
14411,1
14412,0
14413,1
14414,1
14415,1
14416,1
14417,0
14418,1
14419,1
14420,1
14421,1
14422,0
14423,0
14424,1
14425,1
14426,0
14427,0
14428,1
14429,0
14430,1
14431,0
14432,1
14433,1
14434,1
14435,0
14436,0
14437,0
14438,0
14439,0
14440,1
14441,0
14442,1
14443,0
14444,0
14445,0
14446,1
14447,1
14448,0
14449,1
14450,0
14451,1
14452,0
14453,0
14454,1
14455,1
14456,0
14457,1
14458,1
14459,1
14460,1
14461,0
14462,0
14463,1
14464,1
14465,1
14466,0
14467,0
14468,0
14469,1
14470,1
14471,1
14472,0
14473,0
14474,0
14475,0
14476,0
14477,0
14478,1
14479,1
14480,1
14481,0
14482,1
14483,1
14484,0
14485,1
14486,0
14487,0
14488,1
14489,0
14490,0
14491,1
14492,1
14493,0
14494,0
14495,0
14496,1
14497,1
14498,1
14499,1
14500,1
14501,0
14502,1
14503,0
14504,1
14505,1
14506,1
14507,0
14508,1
14509,0
14510,0
14511,0
14512,1
14513,0
14514,0
14515,1
14516,1
14517,1
14518,1
14519,0
14520,1
14521,0
14522,1
14523,1
14524,1
14525,0
14526,1
14527,1
14528,1
14529,1
14530,1
14531,1
14532,1
14533,0
14534,0
14535,1
14536,0
14537,0
14538,0
14539,0
14540,0
14541,1
14542,1
14543,0
14544,1
14545,1
14546,1
14547,1
14548,1
14549,0
14550,0
14551,1
14552,0
14553,1
14554,1
14556,0
14557,0
14559,1
14560,0
14561,1
14562,1
14563,1
14564,1
14565,1
14566,0
14567,1
14568,1
14569,1
14570,0
14571,1
14572,1
14573,0
14574,1
14575,0
14576,1
14577,1
14579,1
14580,1
14581,1
14582,0
14583,0
14584,1
14585,0
14586,0
14587,0
14588,1
14589,0
14590,0
14591,1
14592,1
14593,1
14594,0
14595,1
14596,1
14597,1
14598,1
14599,1
14600,0
14601,0
14602,1
14603,1
14604,0
14605,1
14606,0
14607,0
14608,1
14609,0
14611,1
14612,0
14613,1
14614,1
14615,0
14616,1
14617,1
14618,0
14619,1
14620,0
14621,0
14622,1
14623,0
14624,1
14625,1
14626,1
14627,0
14628,1
14629,1
14630,1
14631,0
14632,1
14633,0
14634,1
14635,1
14636,1
14637,0
14638,0
14639,1
14640,0
14641,1
14642,1
14643,1
14644,0
14645,1
14646,0
14647,1
14648,0
14649,0
14652,0
14653,0
14654,1
14655,1
14656,1
14657,1
14658,1
14659,0
14660,0
14661,1
14662,1
14663,1
14664,0
14665,1
14666,1
14667,1
14668,1
14669,0
14670,0
14671,1
14672,1
14673,1
14674,1
14675,1
14676,0
14677,1
14678,1
14679,1
14680,1
14681,0
14682,1
14683,1
14684,1
14685,1
14686,1
14687,1
14688,0
14689,1
14690,1
14691,1
14692,1
14693,0
14694,1
14695,1
14696,0
14697,0
14698,1
14699,0
14700,1
14701,1
14702,0
14703,1
14704,1
14705,0
14706,0
14707,1
14708,1
14709,1
14710,1
14711,1
14712,0
14713,1
14714,1
14715,1
14716,1
14717,1
14718,1
14719,1
14720,1
14721,0
14722,1
14723,1
14724,1
14725,1
14726,1
14727,1
14728,1
14729,1
14730,1
14731,1
14732,0
14733,1
14734,1
14735,1
14736,0
14737,0
14738,1
14739,1
14740,1
14741,0
14742,0
14743,1
14744,0
14745,1
14746,1
14747,1
14748,0
14749,0
14750,0
14751,1
14752,1
14753,1
14755,1
14756,1
14757,1
14758,1
14759,1
14760,1
14761,1
14762,1
14763,1
14764,1
14765,1
14766,0
14767,0
14768,1
14769,0
14770,1
14771,1
14772,1
14773,0
14774,1
14775,0
14776,1
14777,1
14778,0
14779,1
14780,0
14781,1
14782,0
14783,0
14784,1
14785,1
14786,0
14787,1
14788,0
14789,0
14790,1
14791,1
14792,1
14793,1
14794,1
14795,1
14796,1
14797,1
14798,1
14799,0
14800,0
14801,1
14802,1
14803,1
14804,0
14805,0
14806,0
14807,1
14808,1
14810,0
14811,1
14812,1
14813,1
14814,1
14815,1
14816,1
14817,1
14818,1
14819,1
14820,1
14821,1
14822,1
14823,0
14824,1
14825,0
14827,1
14828,1
14829,0
14830,1
14831,1
14832,0
14833,1
14834,1
14835,1
14836,1
14837,1
14838,0
14839,1
14840,1
14841,1
14842,1
14843,1
14844,1
14845,0
14846,1
14847,1
14848,1
14849,0
14850,0
14851,1
14852,1
14853,1
14854,1
14855,1
14856,1
14857,1
14858,1
14859,1
14860,1
14861,0
14862,1
14863,1
14864,1
14865,0
14866,1
14867,1
14868,1
14869,1
14870,1
14871,1
14872,0
14873,1
14874,1
14875,1
14876,1
14877,1
14878,0
14879,1
14880,1
14881,1
14882,1
14883,1
14884,1
14885,0
14887,1
14888,0
14890,0
14891,0
14892,0
14893,0
14894,1
14895,1
14896,1
14897,1
14898,1
14899,1
14900,1
14901,1
14902,1
14903,1
14904,1
14905,1
14906,1
14907,1
14908,1
14909,1
14910,1
14911,1
14912,1
14913,1
14914,1
14915,1
14916,0
14917,1
14918,1
14919,1
14920,1
14921,1
14922,1
14923,1
14924,0
14925,1
14926,1
14927,1
14928,1
14930,1
14931,1
14932,0
14933,1
14934,1
14935,0
14936,1
14937,1
14938,1
14939,1
14940,1
14941,1
14942,1
14943,1
14944,1
14945,1
14946,1
14947,1
14948,1
14949,1
14950,1
14951,1
14952,1
14953,0
14954,1
14955,0
14956,1
14957,1
14958,1
14959,0
14960,1
14961,1
14962,1
14963,1
14964,1
14965,1
14966,0
14967,1
14968,1
14969,1
14970,1
14971,1
14972,0
14973,1
14974,1
14975,1
14976,0
14977,1
14978,1
14979,1
14980,1
14981,1
14982,0
14983,1
14984,0
14985,1
14986,0
14987,1
14988,0
14989,1
14990,1
14991,1
14992,1
14993,0
14994,0
14995,0
14996,1
14997,1
14998,1
14999,1
15000,1
15002,1
15003,1
15004,0
15005,1
15006,0
15007,1
15009,0
15010,0
15011,1
15013,1
15014,1
15015,1
15016,1
15017,1
15018,0
15019,1
15020,0
15021,0
15022,0
15023,1
15024,1
15025,1
15026,0
15027,1
15028,1
15029,1
15030,1
15031,1
15032,0
15033,0
15034,1
15035,1
15036,1
15037,0
15038,1
15039,0
15040,1
15041,1
15042,0
15043,1
15044,1
15045,1
15046,0
15047,0
15048,1
15049,1
15050,1
15051,1
15052,1
15053,1
15054,1
15055,1
15056,1
15057,1
15058,0
15059,1
15060,0
15061,1
15062,1
15063,1
15064,0
15065,1
15066,1
15067,1
15068,1
15069,1
15070,1
15071,1
15072,1
15073,1
15074,1
15075,1
15076,1
15077,1
15078,0
15079,0
15080,0
15081,1
15082,1
15083,1
15084,1
15085,1
15086,0
15087,1
15088,1
15089,0
15090,1
15091,0
15092,0
15093,0
15094,1
15095,1
15096,1
15097,1
15098,1
15099,0
15100,1
15101,1
15102,1
15103,1
15104,1
15106,0
15107,1
15108,1
15109,0
15110,1
15111,1
15112,1
15113,1
15114,0
15115,0
15116,1
15117,1
15118,1
15120,1
15121,1
15122,1
15123,0
15124,1
15125,0
15126,1
15127,1
15128,1
15129,1
15130,0
15131,1
15132,0
15133,1
15134,0
15135,1
15137,1
15138,1
15139,0
15140,1
15141,1
15142,0
15143,0
15144,1
15145,1
15146,1
15147,1
15148,0
15149,1
15150,1
15151,1
15152,1
15153,1
15154,0
15155,1
15156,1
15157,1
15158,0
15159,1
15160,1
15161,1
15162,1
15163,1
15164,1
15166,1
15167,1
15168,1
15169,1
15170,1
15171,1
15172,1
15173,1
15175,1
15176,1
15177,1
15178,1
15179,1
15181,0
15182,1
15183,1
15184,1
15185,1
15187,0
15188,1
15189,1
15190,1
15191,1
15192,0
15193,1
15194,0
15195,1
15196,1
15197,0
15198,1
15199,1
15200,1
15201,1
15202,1
15203,1
15205,1
15206,0
15208,1
15209,1
15210,1
15211,1
15212,1
15213,1
15214,1
15215,1
15217,1
15218,1
15219,1
15220,1
15221,1
15222,1
15223,1
15224,1
15225,1
15226,1
15227,1
15228,1
15229,1
15230,1
15231,0
15232,1
15233,0
15234,1
15235,1
15236,1
15237,0
15238,1
15239,1
15240,0
15241,0
15242,1
15243,0
15244,1
15245,1
15246,1
15247,1
15248,0
15249,1
15250,1
15251,0
15252,1
15253,0
15254,1
15255,0
15256,1
15257,1
15258,1
15259,1
15260,1
15261,1
15262,1
15263,1
15264,0
15265,1
15266,0
15267,1
15268,1
15269,0
15270,1
15271,1
15272,0
15273,0
15274,1
15275,1
15276,1
15277,1
15278,1
15279,0
15280,1
15281,1
15282,1
15283,1
15284,1
15285,1
15286,1
15287,1
15288,1
15289,1
15291,1
15292,1
15293,1
15294,1
15295,1
15296,1
15297,1
15298,1
15299,0
15300,1
15301,1
15302,1
15303,0
15304,0
15305,1
15306,1
15307,0
15308,1
15309,0
15310,1
15311,1
15312,1
15313,1
15314,1
15315,1
15316,1
15317,1
15318,1
15319,1
15320,0
15321,0
15322,1
15323,1
15324,1
15325,0
15326,0
15327,1
15328,0
15329,1
15330,0
15331,1
15332,1
15333,1
15334,1
15335,1
15336,1
15337,0
15338,1
15339,1
15340,0
15341,1
15342,1
15343,0
15344,1
15345,0
15346,1
15347,1
15348,1
15349,0
15350,1
15351,0
15352,1
15353,1
15354,1
15355,1
15356,0
15357,1
15358,1
15359,0
15360,1
15361,1
15362,1
15363,1
15364,1
15365,1
15366,0
15367,1
15368,1
15369,1
15370,1
15371,1
15372,1
15373,1
15374,0
15375,1
15376,0
15377,1
15378,1
15379,1
15380,1
15381,1
15382,0
15384,0
15385,1
15386,1
15387,1
15388,1
15389,1
15390,1
15391,1
15392,1
15393,1
15394,0
15395,1
15396,1
15397,1
15398,1
15399,1
15400,1
15401,0
15402,0
15404,1
15405,1
15406,1
15407,1
15408,1
15409,1
15410,1
15411,1
15413,1
15414,1
15415,1
15416,1
15417,1
15418,1
15419,0
15420,1
15421,1
15422,1
15423,1
15424,1
15425,0
15426,1
15427,1
15428,0
15429,1
15430,0
15431,0
15432,0
15433,0
15434,1
15435,0
15436,1
15437,1
15438,1
15439,1
15440,1
15441,1
15442,0
15443,1
15444,1
15445,1
15446,1
15447,1
15448,1
15449,1
15450,1
15451,1
15452,1
15453,1
15454,1
15455,1
15456,1
15457,1
15458,1
15459,1
15460,0
15461,1
15462,1
15463,1
15464,1
15465,0
15466,1
15467,1
15468,1
15469,1
15470,1
15471,1
15472,0
15473,1
15474,1
15475,0
15476,1
15477,1
15478,1
15479,0
15480,0
15481,1
15482,1
15484,1
15485,1
15486,0
15487,1
15488,1
15489,1
15490,1
15491,1
15493,0
15494,1
15495,1
15496,1
15497,1
15498,1
15499,1
15500,1
15501,1
15502,1
15503,1
15504,1
15505,1
15506,1
15507,1
15508,1
15509,1
15510,0
15511,1
15512,1
15513,1
15515,1
15516,1
15517,1
15518,1
15519,1
15520,1
15521,1
15522,1
15523,1
15524,1
15525,1
15526,1
15527,1
15528,1
15529,1
15530,1
15531,0
15532,0
15534,1
15535,1
15536,0
15537,1
15538,1
15539,1
15540,1
15541,1
15542,0
15543,1
15544,1
15545,1
15546,1
15547,1
15548,1
15550,1
15551,1
15552,0
15553,1
15554,1
15555,1
15556,1
15557,1
15558,1
15559,1
15560,1
15561,1
15562,1
15563,1
15564,0
15565,1
15566,0
15567,0
15569,1
15570,1
15571,0
15572,0
15573,0
15574,0
15575,1
15576,1
15577,1
15578,1
15579,1
15580,1
15581,0
15582,1
15584,1
15585,1
15587,0
15588,0
15589,0
15590,1
15591,0
15592,1
15593,0
15594,1
15595,1
15596,1
15597,1
15598,1
15599,0
15600,1
15601,0
15602,1
15603,1
15604,1
15605,1
15606,1
15607,1
15608,1
15609,1
15610,1
15611,0
15612,1
15615,1
15616,1
15617,1
15618,0
15619,1
15620,1
15621,1
15622,1
15623,1
15624,1
15625,0
15626,1
15627,1
15628,1
15629,0
15630,0
15631,1
15632,1
15633,0
15635,1
15636,1
15637,1
15638,1
15639,1
15640,1
15641,1
15642,1
15643,1
15644,1
15646,1
15647,1
15648,1
15649,1
15650,1
15651,1
15652,1
15653,1
15654,1
15655,1
15656,1
15657,1
15658,0
15659,0
15660,0
15661,1
15662,1
15663,1
15664,1
15666,1
15667,1
15668,1
15669,1
15670,1
15671,1
15672,0
15674,1
15675,0
15676,1
15677,1
15678,1
15679,1
15680,0
15681,1
15682,1
15683,1
15684,1
15685,1
15686,0
15687,1
15688,1
15689,1
15690,1
15691,0
15692,0
15693,1
15694,1
15695,0
15696,0
15697,1
15698,1
15699,1
15700,1
15701,1
15702,1
15703,1
15704,0
15705,1
15706,1
15707,0
15708,1
15709,1
15710,1
15711,1
15712,1
15713,0
15714,1
15715,0
15716,1
15717,1
15718,0
15719,1
15720,1
15721,1
15722,0
15723,0
15724,0
15725,1
15726,0
15727,0
15728,1
15729,1
15730,0
15731,1
15732,1
15733,1
15734,1
15735,1
15736,1
15738,1
15739,0
15740,0
15741,0
15742,0
15743,1
15744,0
15745,0
15746,1
15747,0
15748,1
15749,1
15750,1
15751,0
15752,1
15753,0
15754,1
15755,0
15756,1
15757,0
15758,1
15759,0
15760,1
15761,1
15762,0
15763,1
15764,1
15765,0
15766,1
15767,1
15768,0
15769,1
15770,1
15771,0
15772,1
15773,1
15774,1
15775,1
15776,1
15777,1
15778,1
15779,1
15780,0
15781,1
15782,0
15783,1
15784,1
15785,0
15786,1
15787,1
15788,0
15789,1
15790,0
15791,1
15792,1
15793,0
15794,0
15795,1
15796,0
15797,0
15798,1
15799,1
15800,0
15801,1
15802,0
15803,1
15804,1
15805,1
15806,1
15807,0
15808,1
15809,1
15810,0
15811,0
15812,1
15813,1
15814,1
15815,1
15816,1
15817,1
15818,0
15819,1
15820,1
15821,0
15822,1
15823,0
15824,1
15825,0
15826,1
15827,1
15829,1
15830,1
15831,0
15832,1
15833,0
15834,0
15835,0
15836,0
15837,1
15838,0
15839,1
15840,1
15841,1
15842,0
15843,1
15844,1
15845,0
15846,1
15847,0
15848,0
15849,1
15850,1
15851,0
15853,1
15854,1
15855,1
15856,0
15857,1
15858,0
15859,0
15860,1
15861,1
15862,1
15863,0
15864,0
15865,1
15866,1
15867,1
15868,0
15869,1
15870,0
15871,0
15872,1
15873,1
15874,0
15875,1
15876,1
15877,1
15878,0
15879,1
15880,0
15881,1
15882,0
15883,0
15884,1
15885,1
15886,1
15887,1
15888,1
15889,1
15891,1
15892,1
15893,1
15894,1
15895,1
15896,1
15897,1
15898,1
15899,1
15900,1
15901,1
15902,1
15903,0
15904,1
15905,1
15906,0
15907,1
15908,0
15909,0
15910,1
15911,0
15912,0
15913,0
15914,1
15915,0
15916,1
15917,1
15918,1
15919,0
15920,0
15921,0
15922,0
15923,0
15924,1
15925,1
15926,1
15927,0
15928,0
15929,1
15930,0
15931,0
15932,1
15933,1
15934,1
15935,0
15936,1
15937,1
15938,1
15939,1
15940,0
15941,0
15942,0
15943,0
15944,1
15945,1
15946,1
15947,1
15948,0
15949,0
15951,1
15952,1
15953,1
15954,1
15956,1
15957,1
15958,1
15959,1
15960,1
15961,0
15962,1
15963,0
15964,0
15965,0
15966,1
15967,1
15968,1
15969,1
15970,0
15971,1
15972,1
15973,1
15974,1
15975,1
15976,1
15977,1
15978,0
15979,1
15980,1
15981,1
15982,1
15983,1
15984,1
15985,1
15986,0
15987,0
15989,0
15990,0
15991,0
15992,1
15993,0
15994,1
15995,0
15996,1
15997,1
15998,0
15999,1
16000,0
16001,1
16002,1
16003,1
16004,1
16005,0
16006,0
16007,0
16008,0
16009,1
16010,0
16011,1
16012,1
16013,1
16014,0
16015,1
16017,0
16018,0
16019,0
16020,0
16021,1
16022,1
16023,1
16024,1
16025,1
16026,0
16027,0
16028,1
16029,0
16030,0
16031,1
16032,0
16033,0
16034,1
16035,1
16036,1
16037,0
16038,1
16039,0
16040,1
16041,1
16042,1
16043,1
16044,0
16045,0
16046,1
16047,1
16048,1
16050,0
16051,1
16052,0
16053,1
16054,0
16055,0
16056,1
16057,1
16058,0
16059,1
16060,1
16061,1
16062,0
16063,1
16064,1
16065,1
16066,1
16067,0
16068,1
16069,1
16070,1
16071,1
16072,0
16073,1
16074,1
16075,0
16076,1
16077,0
16078,1
16079,0
16080,1
16081,1
16082,0
16083,1
16084,1
16085,0
16086,0
16088,1
16089,1
16090,0
16091,0
16092,0
16093,1
16094,1
16095,1
16096,1
16097,1
16098,1
16099,1
16100,1
16101,1
16102,1
16103,0
16104,1
16105,1
16106,1
16107,1
16108,0
16109,1
16110,1
16111,0
16112,1
16113,0
16114,1
16115,1
16116,1
16117,1
16118,1
16119,1
16120,1
16121,1
16122,0
16123,1
16124,0
16125,1
16126,0
16127,0
16128,1
16129,1
16130,1
16131,1
16132,0
16133,1
16134,1
16135,1
16136,1
16137,1
16138,1
16139,1
16140,1
16141,1
16142,1
16143,1
16144,1
16145,1
16146,1
16147,1
16148,0
16149,1
16150,1
16152,0
16153,1
16154,1
16155,0
16156,1
16157,0
16158,1
16159,0
16160,1
16161,0
16162,1
16163,1
16164,0
16165,1
16166,0
16167,0
16168,1
16169,1
16170,1
16171,0
16172,1
16173,0
16174,1
16175,0
16176,1
16177,1
16178,1
16180,1
16181,1
16182,1
16183,1
16184,0
16185,0
16186,1
16188,1
16189,1
16190,0
16191,1
16192,1
16193,1
16194,1
16195,1
16196,1
16197,0
16198,1
16200,0
16201,1
16202,0
16203,1
16204,1
16205,1
16206,0
16207,1
16210,1
16211,0
16212,1
16213,0
16214,0
16215,1
16216,0
16217,1
16218,0
16219,1
16220,1
16221,0
16223,1
16224,0
16225,1
16226,1
16227,1
16228,1
16229,0
16230,1
16231,1
16232,1
16233,1
16234,1
16235,1
16236,1
16237,1
16238,1
16239,1
16240,1
16241,1
16242,1
16243,1
16244,0
16245,0
16246,1
16247,1
16248,0
16249,1
16250,0
16251,1
16252,1
16253,1
16254,0
16255,0
16256,1
16257,0
16258,1
16259,1
16260,1
16261,1
16262,1
16263,0
16264,0
16265,1
16266,1
16267,0
16268,1
16269,0
16270,0
16271,1
16272,1
16273,1
16274,0
16275,1
16276,1
16277,1
16278,1
16279,0
16280,1
16281,1
16282,1
16283,1
16284,1
16285,1
16286,1
16287,0
16288,1
16289,1
16290,1
16291,0
16292,0
16293,0
16294,1
16295,1
16296,1
16297,1
16298,0
16299,1
16300,1
16301,1
16302,1
16303,0
16304,1
16305,1
16306,0
16308,1
16309,0
16310,1
16311,1
16312,1
16313,1
16314,0
16315,0
16316,1
16318,1
16319,0
16320,0
16321,0
16322,0
16323,1
16324,1
16325,1
16326,1
16327,0
16328,0
16329,0
16330,0
16331,1
16332,1
16333,1
16334,0
16335,0
16336,1
16337,1
16338,1
16339,0
16340,1
16341,1
16342,1
16343,0
16344,0
16345,1
16346,1
16347,1
16348,1
16349,0
16350,1
16351,1
16352,1
16353,0
16354,1
16356,0
16357,1
16358,0
16359,0
16360,1
16361,1
16362,1
16363,0
16364,1
16365,1
16366,1
16367,0
16368,1
16369,1
16370,0
16371,1
16372,1
16373,1
16374,1
16375,0
16376,0
16377,0
16378,1
16379,1
16380,1
16381,0
16382,0
16383,1
16384,1
16385,1
16386,0
16387,0
16388,1
16389,1
16390,1
16391,1
16393,0
16394,1
16395,1
16396,1
16397,1
16398,1
16399,0
16400,1
16401,0
16402,1
16403,0
16404,1
16405,0
16406,1
16407,1
16408,0
16409,1
16410,1
16411,0
16412,1
16413,1
16414,0
16415,1
16416,1
16417,0
16418,1
16419,1
16420,1
16421,0
16422,0
16423,1
16424,1
16425,1
16426,0
16427,1
16428,0
16429,1
16430,1
16431,1
16432,1
16433,0
16434,1
16435,0
16436,1
16437,1
16438,0
16439,0
16440,1
16441,1
16442,1
16443,1
16444,1
16445,0
16446,0
16447,1
16448,0
16449,1
16450,1
16451,0
16452,0
16453,1
16454,1
16455,1
16456,0
16457,0
16458,1
16459,0
16461,1
16462,0
16463,1
16464,0
16465,0
16466,0
16467,1
16468,1
16469,1
16470,1
16471,0
16472,1
16473,1
16474,1
16475,1
16476,1
16477,0
16478,1
16479,0
16480,1
16481,1
16482,1
16483,0
16484,1
16485,1
16486,1
16487,0
16488,1
16489,1
16490,0
16491,1
16492,1
16493,1
16494,1
16495,0
16496,1
16497,1
16498,0
16499,1
16500,1
16501,0
16502,1
16503,0
16504,0
16505,1
16506,0
16507,1
16508,0
16509,0
16510,1
16511,1
16512,0
16513,1
16514,0
16515,0
16516,0
16517,0
16518,1
16519,1
16520,1
16521,1
16522,1
16523,1
16524,1
16525,1
16526,1
16527,0
16528,1
16529,1
16530,1
16531,1
16532,0
16533,1
16534,0
16535,1
16536,1
16537,1
16538,0
16539,0
16540,1
16541,1
16542,1
16543,0
16544,1
16545,1
16546,1
16547,1
16548,1
16549,1
16550,1
16551,1
16552,0
16553,0
16554,1
16555,0
16556,1
16557,1
16558,1
16559,1
16560,0
16561,0
16562,1
16563,1
16564,0
16565,1
16566,1
16567,0
16568,0
16569,0
16570,1
16571,1
16572,1
16573,1
16574,0
16575,1
16576,1
16577,1
16578,1
16579,1
16580,0
16581,1
16582,0
16583,0
16584,1
16585,1
16586,0
16587,1
16588,1
16589,1
16590,1
16591,1
16592,1
16593,1
16594,1
16595,1
16596,0
16597,1
16598,1
16599,1
16600,1
16601,1
16602,1
16603,0
16604,0
16605,0
16606,1
16607,1
16608,1
16609,1
16610,1
16611,1
16612,1
16613,1
16614,0
16615,1
16616,1
16617,1
16618,1
16619,0
16620,0
16621,1
16622,1
16623,1
16624,1
16625,1
16626,1
16627,1
16628,0
16629,0
16630,1
16631,1
16632,0
16633,1
16634,1
16635,1
16636,1
16637,1
16638,1
16639,1
16640,1
16641,0
16642,1
16643,0
16644,0
16645,0
16646,1
16647,1
16648,0
16649,1
16650,0
16651,0
16652,0
16653,0
16655,0
16656,1
16657,0
16658,1
16659,0
16660,1
16661,1
16662,0
16663,0
16664,1
16665,1
16666,0
16667,1
16668,1
16669,1
16670,1
16671,0
16672,0
16673,0
16674,1
16675,1
16676,1
16677,0
16678,1
16679,1
16680,1
16681,0
16682,0
16683,1
16684,0
16685,0
16686,1
16687,0
16688,1
16689,1
16690,0
16691,1
16692,1
16693,0
16694,0
16695,1
16696,1
16697,1
16698,0
16699,1
16700,1
16701,0
16702,1
16703,0
16704,1
16705,1
16706,1
16707,1
16708,0
16709,1
16710,0
16711,1
16712,0
16713,0
16714,0
16715,1
16716,1
16717,0
16718,1
16719,1
16720,1
16722,1
16723,1
16724,1
16725,1
16726,1
16727,1
16728,1
16729,0
16730,1
16731,1
16732,1
16733,1
16734,0
16735,1
16736,1
16737,1
16738,1
16739,0
16740,1
16741,0
16742,1
16743,1
16744,1
16746,0
16747,1
16748,1
16749,1
16750,0
16751,1
16752,0
16753,1
16754,1
16755,1
16757,1
16758,0
16759,0
16760,1
16761,1
16762,0
16763,0
16764,0
16765,0
16766,1
16767,1
16768,1
16769,0
16770,1
16771,1
16772,1
16773,0
16774,0
16775,1
16776,1
16777,1
16778,1
16779,1
16780,1
16781,1
16782,1
16783,1
16784,1
16785,1
16786,1
16787,0
16788,1
16789,0
16790,0
16791,1
16792,0
16793,1
16794,1
16795,1
16796,1
16797,0
16798,1
16799,1
16800,0
16801,1
16802,1
16803,0
16804,0
16805,0
16806,1
16807,1
16808,0
16809,1
16810,0
16811,1
16812,0
16813,1
16814,0
16815,1
16816,0
16817,0
16818,1
16819,1
16820,1
16821,1
16822,0
16823,1
16824,0
16825,1
16827,1
16828,1
16829,0
16830,1
16831,0
16832,1
16833,1
16834,1
16836,0
16837,1
16838,0
16839,1
16840,1
16841,0
16842,0
16843,0
16844,1
16845,1
16846,1
16847,1
16848,0
16849,1
16850,1
16851,1
16852,1
16853,1
16854,1
16855,1
16856,0
16858,1
16859,1
16860,1
16862,1
16863,1
